TITLE = "circ_SE_N30_dt0.05_00"
VARIABLES = "X" "Y" "U"
ZONE ZONETYPE=ORDERED, I=100, J=100, DATAPACKING=POINT
    -1.00000000	    -1.00000000	    -0.00000020
    -0.97979798	    -1.00000000	    -0.00000018
    -0.95959596	    -1.00000000	    -0.00000030
    -0.93939394	    -1.00000000	    -0.00000050
    -0.91919192	    -1.00000000	    -0.00000094
    -0.89898990	    -1.00000000	    -0.00000159
    -0.87878788	    -1.00000000	    -0.00000259
    -0.85858586	    -1.00000000	    -0.00000416
    -0.83838384	    -1.00000000	    -0.00000655
    -0.81818182	    -1.00000000	    -0.00001005
    -0.79797980	    -1.00000000	    -0.00001497
    -0.77777778	    -1.00000000	    -0.00002170
    -0.75757576	    -1.00000000	    -0.00003065
    -0.73737374	    -1.00000000	    -0.00004220
    -0.71717172	    -1.00000000	    -0.00005662
    -0.69696970	    -1.00000000	    -0.00007402
    -0.67676768	    -1.00000000	    -0.00009427
    -0.65656566	    -1.00000000	    -0.00011693
    -0.63636364	    -1.00000000	    -0.00014130
    -0.61616162	    -1.00000000	    -0.00016635
    -0.59595960	    -1.00000000	    -0.00019079
    -0.57575758	    -1.00000000	    -0.00021319
    -0.55555556	    -1.00000000	    -0.00023208
    -0.53535354	    -1.00000000	    -0.00024614
    -0.51515152	    -1.00000000	    -0.00025431
    -0.49494949	    -1.00000000	    -0.00025598
    -0.47474747	    -1.00000000	    -0.00025101
    -0.45454545	    -1.00000000	    -0.00023979
    -0.43434343	    -1.00000000	    -0.00022317
    -0.41414141	    -1.00000000	    -0.00020235
    -0.39393939	    -1.00000000	    -0.00017874
    -0.37373737	    -1.00000000	    -0.00015381
    -0.35353535	    -1.00000000	    -0.00012895
    -0.33333333	    -1.00000000	    -0.00010532
    -0.31313131	    -1.00000000	    -0.00008380
    -0.29292929	    -1.00000000	    -0.00006496
    -0.27272727	    -1.00000000	    -0.00004905
    -0.25252525	    -1.00000000	    -0.00003609
    -0.23232323	    -1.00000000	    -0.00002587
    -0.21212121	    -1.00000000	    -0.00001807
    -0.19191919	    -1.00000000	    -0.00001230
    -0.17171717	    -1.00000000	    -0.00000815
    -0.15151515	    -1.00000000	    -0.00000526
    -0.13131313	    -1.00000000	    -0.00000330
    -0.11111111	    -1.00000000	    -0.00000202
    -0.09090909	    -1.00000000	    -0.00000120
    -0.07070707	    -1.00000000	    -0.00000070
    -0.05050505	    -1.00000000	    -0.00000040
    -0.03030303	    -1.00000000	    -0.00000023
    -0.01010101	    -1.00000000	    -0.00000013
     0.01010101	    -1.00000000	    -0.00000008
     0.03030303	    -1.00000000	    -0.00000004
     0.05050505	    -1.00000000	    -0.00000002
     0.07070707	    -1.00000000	     0.00000000
     0.09090909	    -1.00000000	     0.00000001
     0.11111111	    -1.00000000	     0.00000001
     0.13131313	    -1.00000000	     0.00000001
     0.15151515	    -1.00000000	     0.00000000
     0.17171717	    -1.00000000	    -0.00000001
     0.19191919	    -1.00000000	    -0.00000001
     0.21212121	    -1.00000000	    -0.00000001
     0.23232323	    -1.00000000	    -0.00000001
     0.25252525	    -1.00000000	    -0.00000000
     0.27272727	    -1.00000000	     0.00000001
     0.29292929	    -1.00000000	     0.00000001
     0.31313131	    -1.00000000	     0.00000001
     0.33333333	    -1.00000000	     0.00000001
     0.35353535	    -1.00000000	    -0.00000000
     0.37373737	    -1.00000000	    -0.00000001
     0.39393939	    -1.00000000	    -0.00000001
     0.41414141	    -1.00000000	    -0.00000001
     0.43434343	    -1.00000000	    -0.00000001
     0.45454545	    -1.00000000	     0.00000000
     0.47474747	    -1.00000000	     0.00000001
     0.49494949	    -1.00000000	     0.00000001
     0.51515152	    -1.00000000	     0.00000001
     0.53535354	    -1.00000000	     0.00000000
     0.55555556	    -1.00000000	    -0.00000001
     0.57575758	    -1.00000000	    -0.00000001
     0.59595960	    -1.00000000	    -0.00000001
     0.61616162	    -1.00000000	    -0.00000000
     0.63636364	    -1.00000000	     0.00000001
     0.65656566	    -1.00000000	     0.00000001
     0.67676768	    -1.00000000	     0.00000001
     0.69696970	    -1.00000000	     0.00000000
     0.71717172	    -1.00000000	    -0.00000001
     0.73737374	    -1.00000000	    -0.00000001
     0.75757576	    -1.00000000	    -0.00000001
     0.77777778	    -1.00000000	     0.00000001
     0.79797980	    -1.00000000	     0.00000001
     0.81818182	    -1.00000000	     0.00000001
     0.83838384	    -1.00000000	    -0.00000001
     0.85858586	    -1.00000000	    -0.00000001
     0.87878788	    -1.00000000	    -0.00000000
     0.89898990	    -1.00000000	     0.00000001
     0.91919192	    -1.00000000	     0.00000001
